"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","type","percent"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2629,"successful_grants_11_15_use","70"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",2630,"successful_grants_11_15_use","0"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",2632,"successful_grants_11_15_use","60"
"United States","United States","Male","United States","Utah","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2633,"successful_grants_11_15_use","10"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",2635,"successful_grants_11_15_use","50"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2637,"successful_grants_11_15_use","70"
"United Kingdom","Canada","Male","Canada","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2638,"successful_grants_11_15_use","50"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2639,"successful_grants_11_15_use","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2640,"successful_grants_11_15_use","20"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2642,"successful_grants_11_15_use","50"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2644,"successful_grants_11_15_use","50"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2645,"successful_grants_11_15_use","10"
"","Canada","Female","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",2648,"successful_grants_11_15_use","80"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2649,"successful_grants_11_15_use","50"
"","Canada","Female","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",2652,"successful_grants_11_15_use","20"
"Singapore","Singapore","Male","Singapore","Singapore","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",2654,"successful_grants_11_15_use","20"
"Malta","Malta","Male","Malta","Malta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2656,"successful_grants_11_15_use","70"
"Uruguay","Uruguay","Male","Uruguay","Uruguay","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",2657,"successful_grants_11_15_use","100"
"Uruguay","Uruguay","Male","Uruguay","Uruguay","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2658,"successful_grants_11_15_use","50"
"Uruguay","Uruguay","Female","Uruguay","Uruguay","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2662,"successful_grants_11_15_use","10"
"Uruguay","Uruguay","Female","Uruguay","Uruguay","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2664,"successful_grants_11_15_use","100"
