"Status","Updated_At","Location","what_participant_group","percent_fundemental_research_current","percent_Use_inspired_Research_current","percent_Applied_Research_current","changed_10yrs","percent_Fundamental_Research_past","percent_Use_inspired_Research_past","percent_Applied_Research_past","Main_reason_change_interest_related","Main_reason_change_Career_related","Main_reason_change_Funding_related","Main_reason_change_Socially_related","Main_reason_change_Other","Main_reason_change_Other_text","view_change_of_type","partnership_outside","partnership_change_10yrs","partnership_outside_before","reason_partnership_change_interest","reason_partnership_change_career","reason_partnership_change_socially","reason_partnership_change_funding","reason_partnership_change_other","reason_partnership_change_other_text","view_change_partnership","external_pi_grant_11_15_fundamental","external_pi_grant_11_15_use","external_pi_grant_11_15_applied","external_pi_grant_6_10_fundamental","external_pi_grant_6_10_use","external_pi_grant_6_10_applied","successful_grants_11_15_fundamental","successful_grants_11_15_use","successful_grants_11_15_applied","successful_grants_6_10_fundamental","successful_grants_6_10_use","successful_grants_6_10_applied","practical_applications_important_11_15","practical_applications_important_6_10","include_nonacademia_partners_success_11_15","include_nonacademia_partners_success_6_10","distribution_funding_11_15_internal","distriution_funding_11_15_government","distriution_funding_11_15_for_profit","distriution_funding_11_15_nongov","distriution_funding_11_15_other","distriution_funding_11_15_other_text","distriution_funding_6_10_internal","distriution_funding_6_10_government","distriution_funding_6_10_for_profit","distriution_funding_6_10_nongov","distriution_funding_6_10_other","distriution_funding_6_10_other_text","success_change_10yrs_fundamental","success_change_10yrs_use","success_change_10yrs_applied","opinion_fundamental_important","high_priority_fundamental","high_priority_use_inspired","high_priority_applied","high_priority_no_change","high_priority_comments","available_funding_fundamental","available_funding_use_inspired","available_funding_applied","next_generation","next_generation_Comments","field_research","PhD_Year","Country_work","gender","Country","nation"
"Complete","7/5/16 19:42","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","20%","20%","60%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","No partnership",1,NA,NA,1,NA,"","Slightly negative","12-Oct","3-Jan","6-Apr","0","0","0","70%","50%","100%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Mandatory","Can't comment","Quite important","Can't comment","10%","90%","10%","0%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased","Increased","Increased considerably","Somewhat important",NA,NA,1,NA,"The Canadian government has strongly pushed applied research, especially in collaboration with industry, and attacked fundamental research.","Will increase slightly","Will increase slightly","Will increase slightly","Will stay the same","I don't think potential researchers are really aware of the issues until they are already working in the field.","Physical Science (eg. math, physics, chemistry, computer science)","2010","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:51","Ontario","Senior academic researcher with >10 years of experience applying for research grants","40%","","60%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","","3-Jan","6-Apr","","6-Apr","0%","","30%","100%","","40%","Not at all important","Quite important","Quite important","Not very important","","100%","","","","","","100%","","","","","Decreased considerably","","Decreased considerably","Very important",NA,NA,1,NA,"","Will decrease slightly","","Will decrease slightly","Will increase slightly","","Physical Science (eg. math, physics, chemistry, computer science)","1988","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:43","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","90%","10%","0%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","9-Jul","6-Apr","3-Jan","9-Jul","6-Apr","6-Apr","90%","90%","10%","90%","90%","10%","Quite important","Quite important","Somewhat important","Somewhat important","0%","90%","10%","0%","0%","","20%","60%","20%","","","","Decreased considerably","Decreased considerably","Increased considerably","Very important",NA,NA,1,NA,"In Canada, there's a strange use of taxpayer-funded research: federal research grants are used to buy equipment and lab space, but through a plethora of business-friendly research intiatives, this equipment (and people!) are being used by for-profit companies. These companies aren't really contributing in a big way to the upkeep or purchase of this equipment.  Finally, until the recent changes, Tricouncil was funding research which was not accessible to the public. This is all problematic use of public money.","Will increase slightly","Will increase slightly","Will decrease slightly","Will increase slightly","","Physical Science (eg. math, physics, chemistry, computer science)","1999","Canada","Female","Canada","Canada"
"Complete","7/5/16 19:48","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","90%","0%","10%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","","3-Jan","6-Apr","","","50%","","100%","100%","","No need for applications for this research type","Very important","Not at all important","Somewhat important","Not very important","0%","100%","0%","0%","0%","","0%","100%","0%","0%","0%","","Decreased","Can't comment","Increased","Very important",NA,1,1,NA,"","Will decrease considerably","Will increase slightly","Will increase slightly","Will increase considerably","","Medicine and Life Science","1980","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:46","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","100%","","","Yes","70%","30%","",NA,1,NA,NA,NA,"","Slightly negative","No partnership","Yes","Some partnership",NA,1,NA,NA,NA,"","Slightly positive","6-Apr","","","6-Apr","6-Apr","","50%","60%","","50%","80%","","Very important","Very important","Not at all important","Not at all important","","100%","","","","","","80%","","20%","","","Decreased considerably","Increased","Increased considerably","Very important",NA,NA,1,NA,"","Will decrease considerably","Will increase considerably","Will increase considerably","Can't comment","","Medicine and Life Science","1978","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:43","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","0%","0%","100%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","Yes","No partnership",NA,NA,NA,1,NA,"","Very positive","0","0","3-Jan","0","0","0","No need for applications for this research type","No need for applications for this research type","50%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Mandatory","Can't comment","Mandatory","Can't comment","0%","0%","100%","0%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased","Can't comment","Increased","Somewhat important",NA,NA,1,NA,"","Will increase considerably","Will increase slightly","Will increase slightly","Can't comment","","Physical Science (eg. math, physics, chemistry, computer science)","2001","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:53","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","80%","20%","","Yes","100%","","",NA,NA,1,NA,NA,"","Slightly negative","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","3-Jan","","6-Apr","","","50%","","","90%","","","Mandatory","Quite important","Somewhat important","Not very important","","80%","","20%","0%","","","90%","","0%","New researcher (no funding in these years)","","Decreased considerably","Decreased","Increased","Very important",NA,NA,1,NA,"","Will increase slightly","Will increase slightly","Will increase slightly","Will decrease slightly","I think we need to see a rather large injection of extra funding to sustain the next generation of scientists and keep them competitive on the international level.","Medicine and Life Science","1997","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:54","Ontario","Senior academic researcher with >10 years of experience applying for research grants","80%","20%","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","0","0","3-Jan","","","0%","No need for applications for this research type","No need for applications for this research type","100%","No need for applications for this research type","No need for applications for this research type","Mandatory","Mandatory","Quite important","Quite important","10%","90%","0%","0%","0%","","100%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Can't comment","Increased","Not at all important",NA,NA,1,NA,"Fundamental research is strongly neglected. Strong emphasis is given to market-driven research while still looking for disruptive technologies.","Can't comment","Can't comment","Can't comment","Will decrease slightly","","Physical Science (eg. math, physics, chemistry, computer science)","1998","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:49","","Senior academic researcher with >10 years of experience applying for research grants","60%","20%","20%","Yes","100%","0%","0%",1,NA,1,NA,NA,"","Slightly positive","Strong partnership","Yes","No partnership",1,NA,NA,1,NA,"","Slightly positive","3-Jan","3-Jan","3-Jan","3-Jan","","","60%","100%","100%","100%","","","Mandatory","Somewhat important","Mandatory","Not very important","10%","50%","40%","","","","","100%","","","","","Decreased considerably","Increased","Increased","Not very important",NA,1,1,NA,"","Will decrease slightly","Will stay the same","Will stay the same","Will decrease considerably","","Physical Science (eg. math, physics, chemistry, computer science)","2000","Canada","Male","","Canada"
"Complete","7/5/16 19:46","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","30%","40%","30%","Yes","70%","20%","10%",1,1,1,1,NA,"","Slightly positive","Strong partnership","Yes","Some partnership",1,1,1,1,NA,"","Slightly positive","9-Jul","6-Apr","6-Apr","13-15","3-Jan","3-Jan","40%","60%","60%","80%","10%","10%","Very important","Not at all important","Somewhat important","Not very important","10%","80%","0%","10%","0%","","10%","70%","10%","10%","New researcher (no funding in these years)","","Decreased","Increased","Increased","Somewhat important",NA,1,1,NA,"","Will increase slightly","Will increase slightly","Will increase slightly","Will decrease considerably","","Medicine and Life Science","1992","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:45","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","50%","","50%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","No partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","6-Apr","0","3-Jan","0","0","","60%","No need for applications for this research type","","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Quite important","","Quite important","","10%","70%","","20%","","","","","","","","","Can't comment","Can't comment","Can't comment","Somewhat important",NA,NA,1,NA,"","Will increase slightly","Will stay the same","Will stay the same","Will stay the same","","Medicine and Life Science","2013","Canada","Male","Canada","Canada"
"Complete","7/5/16 19:45","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","30%","40%","40%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Strong partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","3-Jan","3-Jan","0","0","0","30%","50%","70%","","","","Mandatory","Can't comment","Quite important","Can't comment","20%","50%","30%","","","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Stayed the same","Increased","Not very important",NA,NA,1,NA,"","Will decrease slightly","Will increase slightly","Will increase slightly","Will decrease considerably","","Medicine and Life Science","2010","Canada","Female","Canada","Canada"
