"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","year","level"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",856,"include_nonacademia_partners_success_6_10","Somewhat important"
"France","Canada","Female","Canada","France","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",857,"include_nonacademia_partners_success_6_10","Not very important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",859,"include_nonacademia_partners_success_6_10","Not very important"
"France","Canada","Female","Canada","France","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",860,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",861,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Female","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",862,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",863,"include_nonacademia_partners_success_6_10","Somewhat important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",864,"include_nonacademia_partners_success_6_10","Not at all important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",865,"include_nonacademia_partners_success_6_10","Not at all important"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",867,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",868,"include_nonacademia_partners_success_6_10","Somewhat important"
"Brazil","Canada","Male","Canada","Brazil","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",869,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",870,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",871,"include_nonacademia_partners_success_6_10","Quite important"
"","Canada","Male","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",872,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",873,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",874,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Male","Canada","Quebec","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",875,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",876,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",877,"include_nonacademia_partners_success_6_10","Can't comment"
