"Country","Country_work","nation","gender","Location","what_participant_group","field_research","id","year","level"
"New Zealand","New Zealand","New Zealand","Female","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2450,"practical_applications_important_11_15","Mandatory"
"New Zealand","New Zealand","New Zealand","Male","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",2451,"practical_applications_important_11_15","Quite important"
"New Zealand","New Zealand","New Zealand","Female","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2452,"practical_applications_important_11_15","Quite important"
"New Zealand","New Zealand","New Zealand","Male","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2453,"practical_applications_important_11_15","Very important"
"New Zealand","New Zealand","New Zealand","Female","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2454,"practical_applications_important_11_15","Somewhat important"
"New Zealand","New Zealand","New Zealand","Male","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2455,"practical_applications_important_11_15","Very important"
"New Zealand","New Zealand","New Zealand","Male","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",2456,"practical_applications_important_11_15","Mandatory"
"New Zealand","New Zealand","New Zealand","Male","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Engineering",2457,"practical_applications_important_11_15","Quite important"
"United Kingdom","New Zealand","New Zealand","Male","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2458,"practical_applications_important_11_15","Mandatory"
"New Zealand","New Zealand","New Zealand","Male","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2459,"practical_applications_important_11_15","Mandatory"
