Status,Location,what_participant_group,percent_fundemental_research_current,percent_Use_inspired_Research_current,percent_Applied_Research_current,changed_10yrs,percent_Fundamental_Research_past,percent_Use_inspired_Research_past,percent_Applied_Research_past,Main_reason_change_interest_related,Main_reason_change_Career_related,Main_reason_change_Funding_related,Main_reason_change_Socially_related,Main_reason_change_Other,Main_reason_change_Other_text,view_change_of_type,level_partnership_outside_academia,Level_partnership_outside_academia_change_10yrs,level_partnership_outside_academia_before_shift,Main_reason_level_partnership_change_Interest_related,Main_reason_level_partnership_change_Career_related,Main_reason_level_partnership_change_Socially_related,Main_reason_level_partnership_change_Funding_related,Main_reason_level_partnership_change_Other,Main_reason_level_partnership_change_Other_text,view_change_level_partnership_outside_academia,estimate_external_pi_grant_apps_2011_2015_Fundamental_Research,estimate_external_pi_grant_apps_2011_2015_Use-inspired_Research,estimate_external_pi_grant_apps_2011_2015_Applied_Research,estimate_external_pi_grant_apps_2006_2010_Fundamental_Research,estimate_external_pi_grant_apps_2006_2010_Use-inspired_Research,estimate_external_pi_grant_apps_2006_2010_Applied_Research,estimate_successful_grants_2011_2015_Fundamental_Research,estimate_successful_grants_2011_2015_Use-inspired_Research,estimate_successful_grants_2011_2015_Applied_Research,estimate_successful_grants_2006_2010_Fundamental_Research,estimate_successful_grants_2006_2010_Use-inspired_Research,estimate_successful_grants_2006_2010_Applied_Research,suggesting_practical_applications_important_to_grant_success_2011_2015,Main_reason_level_partnership_change_Other_text,based_your_grant_important_include_nonacademia_partners_success_2011_2015,based_your_grant_important_include_nonacademia_partners_success_2006_2010,estimate_distribution_funding_sources_2011_2015_Internal_Institutional,based_your_grant_important_include_nonacademia_partners_success_2011_2015_Government,based_your_grant_important_include_nonacademia_partners_success_2011_2015_For_profit_sector,based_your_grant_important_include_nonacademia_partners_success_2011_2015_Nongovernmental_sector,based_your_grant_important_include_nonacademia_partners_success_2011_2015_Other,based_your_grant_important_include_nonacademia_partners_success_2011_2015_other_text,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Internal_Institutional,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Government,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Forprofit_sector,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Nongovernmental_sector,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Other,based_your_grant_important_include_nonacademia_partners_success_2006_2010_other_text,general_grant_success_change_10yrs_Fundamental_Research,general_grant_success_change_10yrs_Use_inspired_Research,general_grant_success_change_10yrs_Applied_Research,opinion_fundamental_important,high_priority_fundamental,high_priority_use_inspired,high_priority_applied,high_priority_no_change,high_priority_comments,available_funding_fundamental,available_funding_use_inspired,available_funding_applied,next_generation,next_generation_Comments,field_research,PhD_Year,Country_work,gender
Complete,British Columbia,Senior academic researcher with >10 years of experience applying for research grants,100%,,,No,,,,,,,,,,,No partnership,No,,,,,,,,,12-Oct,,,3-Jan,,,10%,,,70%,,,Very important,Quite important,Quite important,Somewhat important,,100%,,,,,100%,,,,,,Decreased considerably,Can't comment,Can't comment,Not very important,,,1,,,Can't comment,Can't comment,Can't comment,Will decrease considerably,,Medicine and Life Science,1987,Canada,Female
Complete,Ontario,Senior academic researcher with >10 years of experience applying for research grants,50%,,50%,No,,,,,,,,,,,Some partnership,Yes,No partnership,1,,,,,,Slightly positive,3-Jan,,6-Apr,3-Jan,9-Jul,,30%,No need for applications for this research type,60%,90%,,90%,Mandatory,Very important,Quite important,Quite important,,70%,10%,20%,,,10%,80%,,0%,0%,,Decreased,Stayed the same,Increased,Somewhat important,,1,1,,,Will stay the same,Will increase slightly,Will increase slightly,Will stay the same,,Engineering,2002,Canada,Male
Complete,Ontario,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,90%,70%,,Yes,90%,,,,,,,1,Immigration and no possibility to continue my academic job (I am an aquatic ecologyst),Very negative,No partnership,Yes,Some partnership,,1,,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decreased considerably,Decreased,,Somewhat important,1,,,,,Will decrease slightly,Will decrease slightly,Will decrease slightly,Will decrease considerably,,Natural Science,2004,Canada,Female
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,Alberta,Senior academic researcher with >10 years of experience applying for research grants,60%,0%,40%,Yes,90%,0%,10%,1,,1,,,,Slightly positive,Some partnership,Yes,No partnership,1,,,,,,Slightly positive,6-Apr,0,3-Jan,6-Apr,0,6-Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,,,No,,,,,,,,,,,No partnership,No,,,,,,,,,6-Apr,0,0,0,0,0,80%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Somewhat important,Not at all important,Not at all important,Not at all important,,50%,,50%,,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased considerably,Can't comment,Increased considerably,Somewhat important,,,1,,,Will increase slightly,Will stay the same,Will stay the same,Will decrease considerably,,Medicine and Life Science,2008,Canada,Male
Complete,Ontario,Senior academic researcher with >10 years of experience applying for research grants,50%,,50%,No,,,,,,,,,,,Strong partnership,No,,,,,,,,,12-Oct,,6-Apr,12-Oct,,6-Apr,80%,,60%,80%,,50%,Very important,Very important,Quite important,Quite important,20%,70%,10%,,,,20%,70%,10%,,,,Decreased,,Stayed the same,Somewhat important,,,1,,,Will increase slightly,,Will stay the same,Will decrease slightly,,Natural Science,1984,Canada,Male
Complete,Ontario,Senior academic researcher with >10 years of experience applying for research grants,90%,,10%,Yes,100%,,,,,,1,,,Very positive,Some partnership,Yes,No partnership,,,1,,,,Very positive,6-Apr,0,3-Jan,6-Apr,0,0,30%,No need for applications for this research type,No need for applications for this research type,40%,No need for applications for this research type,No need for applications for this research type,Somewhat important,Somewhat important,Not very important,Not very important,10%,90%,0%,0%,0%,,10%,90%,0%,0%,0%,,Decreased,Can't comment,Increased,Somewhat important,,,1,,,Will stay the same,Can't comment,Will stay the same,Can't comment,,"Physical Science (eg. math, physics, chemistry, computer science)",1994,Canada,Male
Complete,Quebec,Senior academic researcher with >10 years of experience applying for research grants,80%,20%,,No,,,,,,,,,,,Some partnership,No,,,,,,,,,6-Apr,3-Jan,,6-Apr,3-Jan,,70%,90%,,70%,90%,,Very important,Very important,Quite important,Somewhat important,10%,90%,,,,,10%,90%,,,,,Decreased,Increased,Increased considerably,Very important,,,1,,"In your opinion, how important is fundamental research to the government in your country of work?  From MY point of view, it is very important. From the government point of view, I believe it is somewhat important.",Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease slightly,,Natural Science,2000,Canada,Male
Incomplete,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,30%,30%,40%,Can't comment (new researcher),,,,,,,,,,,Strong partnership,Can't comment (new researcher),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,Ontario,Senior academic researcher with >10 years of experience applying for research grants,50%,50%,,No,,,,,,,,,,,Some partnership,Yes,Strong partnership,,,,1,,,Very negative,3-Jan,3-Jan,,,,3-Jan,100%,50%,,100%,50%,,Somewhat important,Quite important,Somewhat important,Somewhat important,,90%,10%,,,,,90%,10%,,,,Decreased,Decreased considerably,Decreased considerably,Somewhat important,,,,1,,Will increase slightly,Will increase considerably,Can't comment,Will increase slightly,,"Physical Science (eg. math, physics, chemistry, computer science)",1956,Canada,Male
Complete,Saskatchewan,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,0%,0%,No,,,,,,,,,,,No partnership,No,,,,,,,,,3-Jan,0,0,0,0,0,50%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Mandatory,Not at all important,Quite important,Not very important,50%,50%,0%,0%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),,New researcher (no funding in these years),New researcher (no funding in these years),,Decreased considerably,Increased,Increased considerably,Somewhat important,,,1,,,Will decrease considerably,Will increase slightly,Will increase considerably,Will decrease considerably,,Medicine and Life Science,2006,Canada,Male
Complete,Alberta,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,40%,40%,20%,Can't comment (new researcher),,,,,,,,,,,Some partnership,Can't comment (new researcher),,,,,,,,,0,3-Jan,3-Jan,,,,,70%,,,,,Mandatory,,Mandatory,,0%,50%,50%,,,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased,Increased,Increased,Somewhat important,,1,1,,,Will increase considerably,Will increase slightly,Will increase slightly,Will increase slightly,,Medicine and Life Science,2007,Canada,Male
Incomplete,Ontario,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,70%,10%,20%,Yes,100%,0%,0%,1,1,1,,,,Neutral,Some partnership,Yes,Some partnership,,,,1,,,Slightly negative,3-Jan,0,0,0,0,0,70%,0%,20%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Not at all important,Not at all important,Not at all important,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,Quebec,,,,,Can't comment (new researcher),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,Ontario,Senior academic researcher with >10 years of experience applying for research grants,80%,,20%,Yes,100%,0%,0%,1,,1,,,,Slightly positive,Some partnership,Yes,No partnership,1,,,1,,,Very positive,9-Jul,,3-Jan,9-Jul,,3-Jan,30%,,100%,30%,,100%,Quite important,Quite important,Quite important,Not very important,10%,70%,20%,,,,100%,,,,,,Decreased,,Increased,Somewhat important,,1,1,,,Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease slightly,,"Physical Science (eg. math, physics, chemistry, computer science)",1987,Canada,Male
Complete,Quebec,Senior academic researcher with >10 years of experience applying for research grants,70%,20%,10%,No,,,,,,,,,,,No partnership,No,,,,,,,,,9-Jul,,,3-Jan,,,0%,,,80%,,,Very important,Not at all important,Quite important,Not at all important,10%,90%,,,,,10%,90%,,,,,Decreased considerably,Decreased,Increased,Somewhat important,,1,1,,,Will increase slightly,Will stay the same,Will stay the same,Will stay the same,We have already killed off a 10-year generation of new scientists because of under-funding.,Medicine and Life Science,1982,Canada,Male
Complete,Ontario,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,60%,30%,10%,Yes,50%,,50%,1,1,,,,,Slightly positive,Some partnership,Yes,Some partnership,,,,1,,,Neutral,6-Apr,3-Jan,6-Apr,6-Apr,0,0,90%,80%,100%,70%,70%,70%,Mandatory,Very important,Mandatory,Somewhat important,30%,60%,10%,0%,,,0%,90%,10%,0%,,,Stayed the same,Stayed the same,Increased considerably,Very important,,,1,,Harper years.  See what happens next,Will increase slightly,Will increase slightly,Will stay the same,Will stay the same,,Natural Science,2008,Canada,Female
Complete,British Columbia,Senior academic researcher with >10 years of experience applying for research grants,20%,40%,40%,Yes,30%,40%,30%,,,1,,,,Neutral,Some partnership,Yes,No partnership,,,1,1,,,Neutral,3-Jan,3-Jan,3-Jan,3-Jan,3-Jan,3-Jan,100%,50%,50%,100%,50%,No need for applications for this research type,Mandatory,Very important,Mandatory,Quite important,0%,70%,30%,0%,0%,,10%,90%,0%,0%,0%,,Decreased,Stayed the same,Increased,Somewhat important,,,1,,,Will increase slightly,Will stay the same,Will stay the same,Will stay the same,,"Physical Science (eg. math, physics, chemistry, computer science)",2002,Canada,Male
Incomplete,Ontario,Senior academic researcher with >10 years of experience applying for research grants,30%,50%,20%,Yes,40%,30%,30%,,1,1,1,,,Neutral,Strong partnership,Yes,Some partnership,,,,1,,,Neutral,3-Jan,3-Jan,6-Apr,3-Jan,3-Jan,3-Jan,50%,50%,80%,50%,50%,80%,Very important,Very important,Mandatory,Quite important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,Prince Edward Island,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,,,No,,,,,,,,,,,No partnership,No,,,,,,,,,6-Apr,,,6-Apr,,,90%,,,100%,,,Mandatory,Quite important,Can't comment,Can't comment,0%,100%,,,,,10%,70%,20%,,,,Decreased considerably,Increased,Increased considerably,Not very important,,,1,,,Will stay the same,Will increase slightly,Will increase slightly,Will decrease considerably,"Decrease in funding greatly affect our ability to train the next generation, the resulting decrease in opportunity will definitely  affect the next generation. ",Medicine and Life Science,2003,Canada,Female
Complete,British Columbia,Senior academic researcher with >10 years of experience applying for research grants,80%,20%,,Yes,100%,,,1,1,,,,,Very positive,Some partnership,Yes,No partnership,1,1,,,,,Very positive,6-Apr,3-Jan,0,6-Apr,3-Jan,0,70%,100%,No need for applications for this research type,70%,100%,,Quite important,Quite important,Quite important,Quite important,20%,80%,,,,,,100%,,,,,Decreased,Increased,Increased,Somewhat important,,1,1,,,Will stay the same,Will increase slightly,Will increase slightly,Will stay the same,,"Physical Science (eg. math, physics, chemistry, computer science)",1996,Canada,Male
Complete,British Columbia,Senior academic researcher with >10 years of experience applying for research grants,10%,90%,0%,Yes,20%,50%,30%,1,,1,,,,Slightly negative,No partnership,Yes,Some partnership,,,,1,,,Slightly negative,0,3-Jan,3-Jan,0,6-Apr,3-Jan,No need for applications for this research type,30%,100%,50%,50%,50%,Very important,Quite important,Quite important,Somewhat important,0%,90%,10%,0%,,,10%,80%,0%,,,,Decreased,Decreased,Increased considerably,Somewhat important,,,1,,,Will stay the same,Will stay the same,Will stay the same,Will decrease slightly,,Natural Science,1984,Canada,Male
Complete,British Columbia,Senior academic researcher with >10 years of experience applying for research grants,50%,50%,,No,,,,,,,,,,,Exclusive partnership,Yes,Exclusive partnership,,,,1,,,Very positive,,3-Jan,,,3-Jan,,,100%,,,100%,,Mandatory,Mandatory,Mandatory,Mandatory,0%,50%,50%,,,,,50%,50%,,,,,Decreased considerably,,Somewhat important,,1,,,"Frankly, I find the whole discussion of applied versus fundamental (and now also use driven) misconstrued. What matters is that we get funding to carry out research without bickering about what is applied or not as long as we   - work on the right questions; - are aware of our responsibility to conduct research that benefits society somehow in the vaguest sense. Insisting on the right of carrying out complete blue sky research without any form of justification is no longer of these times and reeks of an unhealthy sense of entitlement.",Will decrease considerably,Will decrease considerably,Will decrease considerably,,"I am afraid that the amount of red taping is only going to increase. In addition, the inability and unwillingness of the scientific community to justify their research is not helping. Again, making a distinction between pure and applied science is futile. We need to look at the quality of research and support areas of strength -- i.e., we need to make choices rather than spreading stuff around. This also means that we need to communicate better how our research benefits society. While I understand that that is easier said than done in certain research areas it is our ultimate responsibility to do so or to at least make an attempt. To just negate that responsibility under the pretence  of pure research is ill conceived and frankly disrespectful to researchers who are pushing the envelope on research that happen to have an application. This leads to a downward spiral in a funding climate (ad societal climate) in which the community should embrace their responsibility to justify their research funding in the context of good science and some down the road perhaps remote but arguable ""application"".  Phrased differently (the website forced me to rewrite)  Making a distinction between pure and applied research is futile. We as a community have a responsibility to explain why what we do is important. While In understand it is easier for certain research areas than others to justify funding, complete refusal to commit to this responsibility under the pretense of ""pure"" research is not only disrespectful to researchers that are making this effort it also sends a wrong message to society as a whole. If we can not meet the bar of relating our work to some ""application"" however remote, we do not have the right to ask society to support us. Having said this research does of course need to meet a high standard excluding exercises in commercialization by ""researchers"" that do not even know what it takes to carry out a research program of international standard.","Physical Science (eg. math, physics, chemistry, computer science)",1997,Canada,Male
