"Country","Country_work","nation","gender","what_participant_group","field_research","Location","partnership_change_10yrs","id"
"Canada","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Ontario","Can't comment (new researcher)",1400
"Canada","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Ontario","No",1401
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Ontario","No",1402
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering","Ontario","No",1403
"Canada","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Ontario","Can't comment (new researcher)",1404
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Alberta","Yes",1405
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","Ontario","Yes",1406
"Canada","Canada","Canada","Other","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","British Columbia","No",1407
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Ontario","No",1408
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Ontario","No",1409
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Alberta","No",1410
"","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","","Yes",1411
"Canada","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Manitoba","No",1412
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Quebec","No",1413
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Manitoba","Yes",1414
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering","Ontario","No",1415
"Canada","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Alberta","No",1416
"Canada","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Alberta","Can't comment (new researcher)",1417
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Nova Scotia","No",1418
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Quebec","No",1419
"Canada","Canada","Canada","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Medicine and Life Science","Quebec","Can't comment (new researcher)",1420
"Canada","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","New Brunswick","No",1421
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Newfoundland and Labrador","Yes",1422
