"Location","nation","id","Country","Country_work","gender","what_participant_group","field_research","total_research","type","percent"
"Australia","Australia",2262,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",70
"Australia","Australia",2268,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",20
"Australia","Australia",2269,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2271,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2274,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",20
"Australia","Australia",2275,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_current",40
"Australia","Australia",2276,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",40
"Australia","Australia",2279,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",40
"Australia","Australia",2284,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",20
"Netherlands","Australia",2285,"Netherlands","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2286,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2290,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",30
"Australia","Australia",2291,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_current",10
"","Australia",2296,"","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",10
"France","Australia",2298,"France","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Other",100,"percent_Applied_Research_current",40
"Australia","Australia",2300,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",30
"Australia","Australia",2305,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",90,"percent_Applied_Research_current",0
"Australia","Australia",2307,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_current",0
"Australia","Australia",2308,"Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_current",10
"Australia","Australia",2311,"Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_current",30
"Australia","Australia",2312,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_current",0
"Arizona","Australia",2316,"United States","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_current",0
