Use?,Location,nation,Country,gender,field_research,Country_work,PhD_Year,what_participant_group,id,class,percent_sum_current,percent_sum_previous,percent_applied_research_current,percent_applied_research_past,percent_fundamental_research_current,percent_fundamental_research_past,percent_use_inspired_research_current,percent_use_inspired_research_past,changed_10yrs,main_reason_change_interest_related,main_reason_change_career_related,main_reason_change_funding_related,main_reason_change_socially_related,main_reason_change_other,main_reason_replied,Main_reason_change_Other_text,view_change_of_type,partnership_outside_current,partnership_outside_before,partnership_change_10yrs,reason_partnership_change_interest,reason_partnership_change_career,reason_partnership_change_socially,reason_partnership_change_funding,reason_partnership_change_other,reason_partnership_change_other_text,view_change_partnership,external_pi_grant_11_15_applied,external_pi_grant_11_15_fundamental,external_pi_grant_11_15_use,external_pi_grant_6_10_applied,external_pi_grant_6_10_fundamental,external_pi_grant_6_10_use,successful_grants_11_15_fundamental,successful_grants_11_15_use,successful_grants_11_15_applied,successful_grants_6_10_fundamental,successful_grants_6_10_use,successful_grants_6_10_applied,practical_applications_important_11_15,practical_applications_important_6_10,include_nonacademia_partners_success_11_15,include_nonacademia_partners_success_6_10,distribution_funding_11_15_sum,distribution_funding_11_15_for_profit,distribution_funding_11_15_government,distribution_funding_11_15_internal,distribution_funding_11_15_nongov,distribution_funding_11_15_other,distribution_funding_6_10_sum,distribution_funding_6_10_for_profit,distribution_funding_6_10_government,distribution_funding_6_10_internal,distribution_funding_6_10_nongov,distribution_funding_6_10_other,distribution_funding_11_15_other_text,distribution_funding_6_10_other_text,success_change_10yrs_fundamental,success_change_10yrs_use,success_change_10yrs_applied,opinion_fundamental_important,high_priority_sum,high_priority_fundamental,high_priority_use_inspired,high_priority_applied,high_priority_no_change,high_priority_replied,available_funding_fundamental,available_funding_use_inspired,available_funding_applied,next_generation,high_priority_comments,next_generation_comments,final_comments,OCED_category
1,Ontario,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,1999,Senior academic researcher with >10 years of experience applying for research grants,1402,developed,100,100,0,0,80,90,20,10,Yes,NA,NA,1,NA,NA,1,0,Slightly negative,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,43525,0,43525,0,100,0,0,100,0,0,Mandatory,Quite important,Mandatory,Not very important,100,0,80,20,0,0,100,0,100,0,0,0,0,0,Decreased,Increased considerably,Increased considerably,Not very important,1,NA,NA,1,NA,1,Will increase slightly,Can't comment,Can't comment,Will decrease slightly,"In Canada, and in particular in NSERC, there was a huge re-direction of fundamental research finds towards collaborations with industry partners. The threshold for getting these latter grants was much lower than for fundamental research.",My university (McMaster) has stopped hiring scientists (hiring freeze for the last 5 years) but has continued to hire engineers. There are in other words many more positions available for applied research than for fundamental research.,"The perception I have of the Canadian federal government view of research is that its main purpose is to train students for high tech jobs. I am not convinced that there is much ambition to actually encourage (i.e. fund) high quality research, except perhaps at 3 or 4 universities across the country. The way the NRC (National Research Council) was treated by the government was also shockingly bad...they turned it into an organization whose main role was to do research for industry. Rather than constantly giving away taxpayer's money in handouts to industry the government should be looking for ways to encourage industry to set up their own research groups.",High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Alberta,Canada,Canada,Male,Natural Science,Canada,2005,Senior academic researcher with >10 years of experience applying for research grants,1405,developed,100,100,0,0,70,90,30,10,Yes,NA,NA,1,NA,NA,1,0,Neutral,Some partnership,No partnership,Yes,NA,NA,NA,1,NA,0,Neutral,0,16+,43620,0,16+,43525,10,30,No need for applications for this research type,10,30,No need for applications for this research type,Quite important,Somewhat important,Somewhat important,Somewhat important,100,0,80,10,10,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Stayed the same,Can't comment,Not very important,1,NA,NA,1,NA,1,Will decrease slightly,Will decrease slightly,Will decrease slightly,Will stay the same,0,0,0,High Income
1,Ontario,Canada,Canada,Male,Interdisciplinary Science,Canada,2003,Senior academic researcher with >10 years of experience applying for research grants,1406,developed,100,NA,30,NA,10,NA,60,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,No partnership,Yes,1,NA,NA,NA,NA,0,Very positive,43525,0,43525,43525,0,43525,No need for applications for this research type,100,90,No need for applications for this research type,90,100,Very important,Very important,Somewhat important,Somewhat important,100,0,90,10,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Increased,Stayed the same,Somewhat important,2,1,1,NA,NA,1,Will increase slightly,Will increase slightly,Will decrease slightly,Will stay the same,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ontario,Canada,Canada,Male,Natural Science,Canada,1985,Senior academic researcher with >10 years of experience applying for research grants,1409,developed,100,NA,40,NA,30,NA,30,NA,No,NA,NA,NA,NA,NA,0,0,0,Strong partnership,0,No,NA,NA,NA,NA,NA,0,0,13-15,43525,43525,13-15,43525,43525,10,20,70,10,20,70,Mandatory,Quite important,Quite important,Quite important,100,30,50,0,20,0,100,30,50,0,20,0,0,0,Decreased,Decreased,Increased,Not very important,2,NA,1,1,NA,1,Will decrease slightly,Will decrease slightly,Will stay the same,Will decrease considerably,0,0,0,High Income
1,Alberta,Canada,Canada,Male,Medicine and Life Science,Canada,2002,Senior academic researcher with >10 years of experience applying for research grants,1410,developed,90,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,16+,0,0,43525,0,20,0,0,20,0,0,Somewhat important,Can't comment,Not at all important,Can't comment,100,0,70,20,10,0,100,0,90,10,0,0,0,0,Decreased considerably,Increased considerably,Increased considerably,Very important,2,NA,1,1,NA,1,Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease considerably,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Manitoba,Canada,Canada,Male,Natural Science,Canada,1969,Senior academic researcher with >10 years of experience applying for research grants,1414,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,Some partnership,Yes,NA,NA,NA,1,NA,0,Neutral,0,43525,0,0,43525,0,100,0,0,100,0,0,Not at all important,Not at all important,Not very important,Not very important,100,0,100,0,0,0,100,0,100,0,0,0,0,0,Decreased,Can't comment,Can't comment,Very important,0,NA,NA,NA,NA,0,Will increase considerably,Can't comment,Can't comment,Will increase considerably,"This is a trick question because of the time frame.  Up to the recent election, applied research increased in importance; post election, fundamental research seems to have come back into favour.",0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Newfoundland and Labrador,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,1999,Senior academic researcher with >10 years of experience applying for research grants,1422,developed,100,100,10,0,90,100,0,0,Yes,1,NA,1,NA,NA,1,0,Slightly positive,Some partnership,No partnership,Yes,1,NA,NA,1,NA,0,Slightly positive,43525,43525,0,0,43525,0,50,0,100,50,0,0,Very important,Very important,Not very important,Not very important,100,0,90,10,0,0,100,0,100,0,0,0,0,0,Decreased,Can't comment,Increased,Somewhat important,1,NA,NA,1,NA,1,Will stay the same,Can't comment,Will stay the same,Will decrease considerably,"""In your opinion, how important is fundamental research to the government in your country of work?"" is ambiguous. It is very important, but does government perceive it to be important? Not really in the last 10 years.",0,Could you please communicate the results of this survey in the same way you have reached out for input?,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Quebec,Canada,Canada,Male,Medicine and Life Science,Canada,1988,Senior academic researcher with >10 years of experience applying for research grants,1424,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,0,16+,0,0,43715,0,10,0,0,50,0,0,Mandatory,0,Somewhat important,0,100,10,50,10,30,0,100,0,70,0,30,0,0,0,Decreased considerably,Can't comment,Increased,Very important,1,NA,NA,1,NA,1,Will decrease considerably,Can't comment,Will increase considerably,Will decrease considerably,0,0,Basic research in Canada is doomed and there is no way of salvation.,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,British Columbia,Canada,Canada,Female,Medicine and Life Science,Canada,2008,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1429,developed,100,NA,30,NA,70,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,Strong partnership,Strong partnership,Yes,1,NA,NA,1,NA,0,Neutral,43620,0,0,43525,0,0,0,0,100,0,0,0,Mandatory,Quite important,Mandatory,Quite important,60,NA,NA,NA,NA,NA,100,50,0,50,0,0,0,0,Decreased considerably,Can't comment,Increased considerably,Very important,1,NA,NA,1,NA,1,Will decrease considerably,0,Will increase considerably,Will decrease considerably,0,0,"I have had no success as an early career PI at a major Canadian university applying for fundamental research grants for 3 years. It is disheartening and very challenging to continue down this path of shrinking funding, and ultimately is hampering Canada's discovery-based research and innovation prospects in the life sciences.",High Income
1,New Brunswick,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,2013,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",1430,developed,100,NA,0,NA,100,NA,0,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,No partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,43620,0,0,43525,0,40,0,0,60,0,0,Can't comment,Can't comment,Can't comment,Can't comment,100,0,50,50,0,0,100,0,50,50,0,0,0,0,Can't comment,Can't comment,Can't comment,Very important,2,NA,1,1,NA,1,Will decrease slightly,Will stay the same,Will stay the same,Will decrease considerably,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Nova Scotia,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,2001,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1437,developed,100,NA,100,NA,0,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,Strong partnership,No partnership,Yes,NA,NA,NA,1,NA,0,Very positive,43525,0,0,0,0,0,No need for applications for this research type,No need for applications for this research type,50,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Mandatory,Can't comment,Mandatory,Can't comment,100,100,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Can't comment,Increased,Somewhat important,1,NA,NA,1,NA,1,Will increase considerably,Will increase slightly,Will increase slightly,Can't comment,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ontario,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,1998,Senior academic researcher with >10 years of experience applying for research grants,1439,developed,100,NA,0,NA,80,NA,20,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,0,0,43525,0,0,No need for applications for this research type,No need for applications for this research type,100,No need for applications for this research type,No need for applications for this research type,Mandatory,Mandatory,Quite important,Quite important,100,0,90,10,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Can't comment,Increased,Not at all important,1,NA,NA,1,NA,1,Can't comment,Can't comment,Can't comment,Will decrease slightly,Fundamental research is strongly neglected. Strong emphasis is given to market-driven research while still looking for disruptive technologies.,0,The importance of fundamental research for long-term economic success needs to be communicated. Governments should fund mainly fundamental research which is rarely supported by industry due to uncertain outcomes. Applied research on the other hand is more suitable for industry funding (or a mixed model). ,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ontario,Canada,Canada,Male,Natural Science,Canada,2003,Senior academic researcher with >10 years of experience applying for research grants,1451,developed,100,100,0,0,100,60,0,40,Yes,1,NA,NA,NA,NA,1,0,Slightly positive,No partnership,Some partnership,Yes,1,NA,NA,NA,NA,0,Slightly positive,43620,43620,43525,43525,43525,43620,80,50,70,50,80,50,Quite important,Quite important,Quite important,Quite important,100,0,90,0,10,0,100,0,80,0,20,0,0,0,Decreased,Decreased,Decreased,Not very important,1,NA,1,NA,NA,1,Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease slightly,This could be different with the new government but it's too early to tell. ,0,I feel like my funding history is not typical in that my research has become more fundamental while most chances for funding have gone in the other direction. ,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Quebec,Canada,Canada,Male,Medicine and Life Science,Canada,2003,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1454,developed,100,100,20,0,80,100,0,0,Yes,1,1,NA,NA,NA,1,0,Very positive,Some partnership,No partnership,Yes,NA,1,NA,NA,NA,0,Very positive,43525,43620,0,0,43620,0,40,No need for applications for this research type,No need for applications for this research type,60,No need for applications for this research type,No need for applications for this research type,Somewhat important,Somewhat important,Not very important,Not very important,100,10,70,10,10,0,100,0,0,100,0,0,0,0,Decreased considerably,Can't comment,Decreased,Somewhat important,1,NA,NA,1,NA,1,Will stay the same,Can't comment,Will stay the same,Will increase considerably,0,0,0,High Income
1,British Columbia,Canada,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Canada,2002,Senior academic researcher with >10 years of experience applying for research grants,1455,developed,100,NA,0,NA,50,NA,50,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,0,43525,0,0,43525,0,70,0,0,70,0,Very important,Very important,Quite important,Not very important,100,0,100,0,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Decreased,Increased considerably,Can't comment,1,NA,NA,1,NA,1,Will stay the same,Will stay the same,Will stay the same,Will decrease considerably,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Alberta,Estonia,Canada,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Estonia,2001,Senior academic researcher with >10 years of experience applying for research grants,1459,developed,100,NA,20,NA,0,NA,80,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,0,0,43525,0,0,43525,0,50,0,0,80,0,Mandatory,Very important,Quite important,Somewhat important,100,0,90,10,0,0,100,0,90,10,0,0,0,0,Decreased,Increased,Stayed the same,Somewhat important,2,NA,1,1,NA,1,Will stay the same,Will increase slightly,Will increase considerably,Will stay the same,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ontario,Canada,Canada,Male,Engineering,Canada,1991,Senior academic researcher with >10 years of experience applying for research grants,1463,developed,100,100,40,50,60,50,0,0,Yes,1,NA,1,NA,NA,1,0,Slightly positive,Some partnership,Some partnership,Yes,NA,NA,NA,1,NA,0,Slightly negative,43620,43525,0,43525,43525,0,60,0,90,60,0,90,Very important,Somewhat important,Mandatory,Mandatory,100,20,80,0,0,0,100,10,90,0,0,0,0,0,Decreased considerably,Can't comment,Increased considerably,Somewhat important,1,NA,NA,1,NA,1,Will decrease slightly,0,Will increase slightly,Will decrease slightly,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ontario,Canada,Canada,Male,Engineering,Canada,2008,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,1477,developed,100,100,20,30,60,50,20,20,Yes,NA,1,1,NA,NA,1,0,Slightly negative,Some partnership,No partnership,Yes,NA,1,NA,1,NA,0,Slightly positive,43715,43809,43620,0,0,0,30,50,70,0,0,0,Mandatory,0,Quite important,0,100,20,60,20,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Stayed the same,Increased,Very important,2,NA,1,1,NA,1,Will decrease slightly,Will stay the same,Will stay the same,Will decrease considerably,0,0,"Over years, I feel pressured to conduct applied research involving industry partners with significant in-cash contributions from them; as against fundamental research that is of real value in the long term. This short-term focus is causing lot of issues in providing real solutions to society's problems.",High Income
